overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,False,"02 20, 2010",AQQLWCMRNDFGI,B000FC27TA,,Steven Peterson,"""A specter is haunting Europe--the specter of communism."" Thus begins this work, authored by Karl Marx and Friedrich Engels. It is their literate effort to provide a rallying cry for the communist movement. The call? ""The history of all hitherto existing society is the history of class struggles."" Thus, they lay out their perspective, based on class conflict. Given this view, it is not surprising that they close this rather brief work with the call: ""WORKING MEN OF ALL COUNTRIES--UNITE."" Why? ""The proletarians have nothing to lose but their chains. They have a world to win.""

In between is a consideration of the following issues--class conflict (bourgeoisie versus proletarians), proletarians and communists, a critique of socialist and communist literature, and a comparison (and contract) with other opposition parties.

In the process, the reader gets a thumbnail sketch of Marx' and Engels' political views (expanded in much greater depth in other works).

For a quick and dirty introduction to Marx' thought, this isn't a bad starting point, although written fairly early in his career (1848). . .",A broadside from Marx and Engels,1266624000,,
3.0,True,"12 12, 2009",AES1JMZ9L8OWR,B000FC27TA,,Roman Reynebeau,This is text is definitely a must read but it was not at all what I was expecting it to be. The text itself is only about 40 pages long and very repetitive. It seems to me that it was more aimed at mobilizing the middle/lower classes to overthrow the upper class rather than have an intellectual discussion and analysis of communistic type systems.,Not what I was expecting.,1260576000,,
1.0,False,"11 17, 2009",A2DKTZMMG3JHN4,B000FC27TA,,K. Burns,"My rating is directed at the content of this book. Included: Marx's life timeline, The Communist Manifesto, The 18th Brumaire, Theses on Feuerbach, and related prefaces. Also included, but not rated with 1 star is the Introduction.

Marx was the ultimate moocher. He never had a job and was kicked out of countries for being an instigator. Engels was the ultimate enabler. He came from a wealthy, manufacturing family and supported Marx and his family. Oddly enough, Engels seemed to loathe the fortune he was born to, but rather than donating all to charity, he helped Marx in his efforts to demonize all private property.

Engels admits that they originally wanted to name it ""The Socialist Manifesto"" but due to extraneous reasons and that ""mere revolutions were not enough"" they settled on ""Communist.""

A note to Communists/Socialists- Marx/Engels state that it is high time that you are open about your views and aims. Be honest.

There is an argument against current Capitalist society as having ""agglomerated population, centralized means of productions and has concentrated property in a few hands. The necessary consequence of this was political centralization."" Which I must argue, sounds like the definition of Fascism...not Capitalism.

So what is the cure for this disease? Centralization of property and power to the State. oh, that makes perfect sense. So now, all the mega-property owners can maintain status quo- playing footsie with politicians and even becoming those that govern. Sounds like musical chairs.

There are too many asinine ideas to detail, but some highlights (or lowlights) are; abolition of the family; abolition of home education; abolition of nations; abolition of eternal truth, religion, and morality; aboltion of private property; abolition of inheritance; progressive income tax (we have it!); confiscation of property; central bank (we have it!); centralized communication and transport; production owned by the State (GM); industrial armies (national service); abolition of town and country; free education (nothing is free).

Sign me up! I couldn't see how any tyrant could steer the reins of this centralized machine. If a tyrant wanted the blueprint on how to take over an entire nation, Socialism/Communism is the perfect design.

In regards to the rest of the content...incredibly tiresome. The writing is really hard to relate to- its very dispassionate and dull. I got the book for the Manifesto, not the rest.",Sinister Snorefest,1258416000,,
5.0,False,"11 10, 2009",A12A08OL0TZY0W,B000FC27TA,,Luc REYNAERT,"As Gareth Stedman Jones notes in his excellent and extensive introduction, `The Communist Manifesto remains a classic because of it unsurpassed depiction of modern capitalism and the transforming power of industrialization.' The industrial process destabilized all hierarchies and subverted all sacred and secular inherited beliefs and practices. It turned everything everywhere into an object for sale.
But, it also liberated people from backwardness and tradition-bound dependence.

The Communist Manifesto splits the world in two hostile camps: the Bourgeoisie (the haves, the owners of the means of production) and the Proletariat (the have-nots).

The Bourgeoisie tore asunder the feudal society. It left no other nexus between man and man than naked self-interest (cash payments). It created one freedom: free trade.
But the Bourgeoisie also created its nemesis, the Proletariat, a class of labourers who can live only so long as they find work and who can only find work if their labour increases capital (is profitable).

In order to survive, all Proletarians should unite all over the world in order to conquer political power and to create a free society.
This free society should be attained by the following measures: abolition of all private property, of the family nucleus, of all countries and nationalities, of all religions and moralities, of all rights of inheritance and of all child labour.
All production instruments (industry, property, banking) should be centralized in the hands of the State (monopolies). There should be a heavy progressive income tax and free education for everyone.

Of course, this manifesto is partly extremely utopian (contrarian to biological `gene' interests) and far too optimistic about the `proletarian' management of State monopolies.
But its forceful message (ultimately, freedom for everyone) continues to send social, economic and political shockwaves all over the world.

This book contains also all the published prefaces of the manifesto, as well as excellent notes and suggestions for further reading.
This is probably the best, and certainly the most important, pamphlet ever written.
A must read.",The proletarians have nothing to loose but their chains,1257811200,,
5.0,False,"03 23, 2009",A1FKYA34DS346W,B000FC27TA,,Guang Wu,"It is really surprising to see that Amazon.com Sales Rank is #2,995 for this book in the US, while I never see anyone buying or reading this book inside China.",It is really surprising!!,1237766400,,
4.0,False,"01 4, 2009",A2UN4S3N7VYLEV,B000FC27TA,,C. E. Stevens,"Beloved by many, reviled by many more, from a literary standpoint it is amazing that a book 150+ years old probably evokes stronger emotions now than when it was first published.  Of course, reading the Manifesto now, it is nearly impossible to separate this small ideological work from the historical events before, during, and after the Cold War that indelibly etched people's impressions of ""Communism"" into their minds.  Adherents of Communism protest that the regimes in the USSR and China under Stalin and Mao were not truly ""communist"" (and they are likely correct in their protestation), but the reality is that for most people born and raised on this side of the Iron Curtain, the communist ideology of Marx and Engels became inseparable from the communism-in-practice of self-identified communists like Mao, Kim, Castro, and Stalin.  All became the ""face"" of Commumism for many, whether rightfully or not.

Today, the Manifesto is still a shocking document.  Full of pessimism about the old order and hope for a new one, the reader cannot help but be absorbed by the text from the first mention of the ""spectre of Communism"" haunting Europe to the final cry for the working man to cast off his chains and unite.  There is passion, youthfulness, and idealism behind the words; an urgency captured by an appeal more to the heart than to the mind.  After all, this is an intendedly propagandist piece for mobilizing the working class: Marx and Engels probably figured, what proletarian has time to read and digest the vast tome of Das Kapital?

Put into its historical context, however, perhaps it should not be so shocking that a work like the Manifesto emerged given the circumstances.  A series of revolutions and restorations marked the violent death throes of feudalism, which did not go quietly into the night.  Seeing the end of a political, economic, and social order that had reigned supreme over Europe for centuries, it should not be surprising that Marx did not place much faith in the permanence of the status quo, nor did he underestimate the power of insurrection.  It should not be all that surprising that class struggle and the oppression of the working class should capture Marx's attention either, for we only need to read the works of history or the fiction of his contemporaries to know that the gap between the ""haves"" and have-nots"" in the beginning of the industrial age was quite extreme.  This is clear, whether one is reading the Manifesto or Oliver Twist.  Social issues of poverty, illiteracy, poor health care, etc. makes the plight of the exploited understandably dire and immediate.  It is no wonder that Marx expected capitalism as he knew it to sow the seeds of its own ruin.

But what happened was not the collapse of capitalism, but its evolution.  The fact that modern readers are as horrified by the conditions described by Dickens as Marx was speaks to the fact that capitalism and social progress are not mutually exclusive phenomena.  The reality is that just as ""pure"" Communism has never been practiced, neither has ""pure"" Capitalism.  Remembering that Adam Smith was as much moral philosopher as (political) economist, this is not so surprising.  Indeed, it is interesting that of the ten policies clearly articulated by Marx in the Manifesto, a number of them (progressive taxation, strong central banks, free education, etc.) are in practice in capitalist societies around the world today.  Some have argued that this simply represents the adoption of Marxist ideas into capitalism, but let's remember that Adam Smith advocated a progressive tax long before Karl Marx did.  What's more important is the fact that disparate theories can apparently support strikingly similar policies.  For me, I think it's important to recognize that all systems of social organization have their warts, and that all systems can learn something from the others: no single ideology has a monopoly on good ideas.

My intent is not to get into a discussion of the relative merits of capitalism versus communism, because others have already done so much more elegantly and persuasively than I.  My final point to make is that I believe the Communist Manifesto is a book that should be read, regardless of where you stand on the political and economic spectrum.  It is a book of importance given its immense influence on subsequent historical events.  It is also a valuable reminder that the economic, political, and social spheres are very much interrelated in their evolution.  A diversity of opinions can only serve to improve the status quo, and it is my hope that readers can approach the Manifesto with an objective mind for critical analysis of its merits and its flaws.",An important work of historical significance,1231027200,,
5.0,False,"08 26, 2008",A1BA72K4VK1UN1,B000FC27TA,,Patrick W. Crabtree,"The idea of this book is simple enough:  it's Marx's and Engels' concept and plan for a totally fair society where everything is shared and everyone is (supposedly) equal.

The problem is, ""...absolute power corrupts absolutely,"" and when authoritarian dictators implement these ideas it always results in two percent of the people having everything and the remaining ninety-eight percent having nothing.

The core focus of this political persuasion is on ""the worker"". It evolved from a prior eternity of monarchs dominating the poor and a response to the scourge of serfdom. Ultimately, Lenin used ""The Communist Manifesto"" as a means of promoting the Russian Revolution which ultimately became the cultural horror which the rest of us came to know as The Soviet Union. In other words, it provided the basis for a ploy on the part of the Bolsheviks (Communist Party).

During the years of Communism, the Soviet workers used to convey a covertly-spoken credo: ""We pretend to work and they pretend to pay us"". That pretty much sums up how Marx's and Engels' plan played out in actual practice.

Strangely, few people ever make the observation that the ideas of Marx and Engels were not at all original. Thomas More (1478-1535) conveyed almost the same concept when he scribed his famous work:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Thomas-More-s-Utopia/dp/1604500301/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Thomas More's Utopia</a>. In fact, people who have obviously never read ""Utopia"" would clearly not cite it as ""the ideal society"" if they were even slightly apprised of the numerous horrors of that fictional society. And so goes ""The Communist Manifesto"" in actual practice.

Still, this is an incredible, eye-opening read and we SHOULD read it if for no other reason than to see how mans' best-laid plans can easily go awry. Highly recommended.",A Utopian society gone south in practice,1219708800,,
4.0,False,"12 18, 2007",A2ZE73RFY0GD3K,B000FC27TA,,J. Reynolds,"Everyone should read this book in order to understand the thought process giving rise to geopolitical collectivism. It is extremely interesting that historical information presented to support the need for communism is misrepresented, either accidentally (by mistake) or on purpose (a lie). For example, the authors state that the Industrial Revolution caused widespread destitution and wage-slave misery by removing European / UK workers from their agrarian lives in the country. The reality is that literal starvation and death from disease were often widespread before the Industrial Revolution.

That event, the application of machinery to the manufacturing process, significantly upgraded the lives and incomes of those who participated. One example is clothing. Prior to the Industrial Revolution, most clothing was made of wool. It could not be washed, or it would shrink. People of the lower class -- the overwhelming majority class -- wore unsanitary, uncomfortable clothing year-round. After steam engines were applied to the weaving process, inexpensive cotton cloth enabled the abundant manufacture of durable, washable clothing to which everyone had ready access. The Industrial Revolution, a product of capitalism, upgraded human existence to a degree never before seen in the world.

Again, this is definitely an important book to read -- for the right reasons. It is NOT a book upon which to base an economic/governmental system, unless the goal is to create a uniformly shabby life for everyone. The reality is that people simply are not equal... not in intelligence, initiative, energy or merit.",Vital reading in today's world,1197936000,,
5.0,False,"09 13, 2007",A1U8DHSI18EEJ1,B000FC27TA,,Richard E. Noble,"Well, if you are a student of Philosophy or economics you must make this a part of your reading whether you want to or not. It is not long. It is not difficult. It is quite explicit. And after you read it you should have a better understanding of where you personally stand politically. I am not going to comment on what it says or advocates. Read it and find out for yourself. You won't need an interpreter.

Richard Edward Noble - The Hobo Philosopher - Author of:

America On Strike - American Labor History",The Hobo Philosopher,1189641600,,
3.0,False,"06 27, 2007",A3JOEIC2MFT1Z3,B000FC27TA,,Carol Mello,"My son required a copy of ""The Communist Manifesto"" for a philosophy class.  After he was done with it, I decided to read it since this was one of the founding documents for Communism.

I found it difficult to decide how to rate this book. The presentation of Manifesto by Penguin in this book is excellent. The central ideas of the Manifesto itself are disturbing.

Should you read the Communist Manifesto? Yes. Is this a good presentation? Yes. Was Communism envisioned by Karl Marx and Friedrich Engels a good idea? No.  So I have compromised between the excellent presentation and the ideas espoused by the Manifesto in selecting an average rating.

Some reviewers feel that the Manifesto's critique of capitalism is right on; I have grave doubts. Marx and Engels were critiquing capitalism from an ivory tower. Their remedies for capitalism show that they had no real experience or contact with the workers in the trenches.

Some reviewers have mentioned the changing of labor laws due to the Manifesto, such as child labor laws (a generally agreed good thing). I believe those laws would have changed if the Manifesto had never been written. I believe those reviewers are seeing cause and effect relationships where there is none. I believe labor leaders in non-Communist states, pushing for change in labor laws, did not need belief in Communism behind them to push for change. Even without Communism, they would have done what they did anyways because the labor leaders came up from the laboring trenches. They knew first hand the abuses going on. The writers of the Manifesto did not; their ideas were theoretical. I know my ideas, in this area, are conjectures of what would have happened without the Manifesto, without Communism; there is no way they can be proven, history cannot be rewritten.

The remedy proposed by Marx and Engels is frightening. It foreshadows exactly how Communism gave birth to totalitarian states, to Communist dictatorships. Their remedy for capitalism requires a select group of leaders (Communist elitists) to force Communism onto the populace for the good of the people.  We should all be suspicious of anyone who professes an idea that is for the good of the people because it invariably is not good for the people. To paraphase Lord Acton, ""power corrupts; absolute power corrupts absolutely,"" and the states envisioned by the writers of the Manifesto set up perfect conditions of absolute power (for the good of the people) which in practice led to absolutely corrupt power. History has shown there has been extreme abuse by Communist leaders, who became power meglomanics, of the masses of workers in their states.

Indeed, history has repeatedly shown that the concentration of power in the hands of a select few led to abuse of power.  The smaller the select, the greater the abuse. This has been true regardless of the political theories espoused by the leaders. Let this be a cautionary tale to all of us.",Political Classic...read for historical insight,1182902400,,
4.0,False,"03 11, 2007",A3LF914GG87TWP,B000FC27TA,,K. Sozaeva,"I actually received this text as an ebook, since it is now in the public domain.  I think breaking it up like that helped me to absorb more of this text, which honestly is pretty difficult to read in English, since so many concepts of the Russian language cannot be gracefully translated.  That said, this is a very important piece of political literature, one which I believe should be required for study in all high schools to help students better understand the reality of Communism as opposed to the ""horror stories"" that students were told when I was young.  The ideals of Communism - that all should be equal and each should give any excess out to the rest of the population rather than hoarding it, as in capitalism - actually  make a great deal of sense.  The trouble is caused by the fact that humans absolutely cannot live an ideal existence.  Thus, a strong centralized government is created to force people to live that idealized existence, which just causes upset, rebellion and greed.  But I wander afield.  Let me just end by reiterating that this is a must-read for any politically-minded person, or for anyone at all in order to create a more balanced society.",An interesting read,1173571200,,
4.0,False,"09 25, 2006",AGEIT17HENDIS,B000FC27TA,,Alfred Johnson,"This year is the 160th Anniversary of the publication of the Communist League's Communist Manifesto by Karl Marx in 1848, a document that has played a central role in world history since then, if not always happily. Below is a review of this document that I wrote in 2006 and proudly stand by today.

If you are a revolutionary, a radical or merely a liberal activist you must come to terms with the theory outlined in the Communist Manifesto. Today's political activists are obviously not the first to face this challenge. Radicals, revolutionaries and liberals have had to come to terms with the Manifesto at least since 1848, when it was first published.  That same necessity; perhaps surprisingly to some given the changes in the political landscape since then, is true today. Why surprisingly? On the face of it, given the political times, it would appear somewhat absurd to make such a claim about the necessity of coming to terms with the overriding need for the revolutionary overturn of the capitalist order outlined in the Manifesto. It, however, is.

With the collapses of the Soviet Union and the Soviet-influenced Eastern European states about fifteen years ago, which were supposedly based on Marxist concepts, one would think that Marxism was a dead letter. But hear me out. Even the less far-sighted apologists for the international capitalist order are now worrying about the increasing gap between rich and poor, not only between the so-called first and third worlds but also within the imperial metropolitan centers themselves. Nowhere is that more evident that in the United States where that gap has dramatically increased over the last thirty years. Thus, despite the carping of the `death of communism' theorists after the decisive capitulation of international Stalinism in the early 1990's, an objective criterion exists today to put the question posed by the ongoing class struggle and of the validity of a materialist concept of history back on the front burner.

Whether one agrees with the Marxian premises about the need for revolution and for a dialectical materialist conception of the workings of society or not one still must, if for no other reason that to be smart about the doings of the world, confront the problem of how to break the stalemate over where human history is heading. 'Globalization' has clearly demonstrated only that the 'race to the bottom' inherent in the inner workings of capitalism is continuing at full throttle. Moreover, the contradictions and boom/bust cycles of capitalism have not been resolved. And those results have not been pretty for the peoples of the world.

Experience over the last 160 years has shown that those who are not armed with a materialist concept of history, that is, the ability to see society in all its workings and contradictions, cannot understand the world. All other conceptual frameworks lead to subjectivist idealism and utopian concepts of social change, at best. One may ultimately answer the questions posed by the Manifesto in the negative but the alternatives leave one politically defenseless in the current one-sided international class war.

So what is the shouting over Marxism, pro and con, all about? In the middle of the 19th century, especially in Europe, it was not at all clear where the vast expansion and acceleration of industrial society was heading. All one could observe was that traditional society was being rapidly disrupted and people were being uprooted, mainly from the land, far faster than at any time in previous history. For the most part, political people at that time reacted to the rise of capitalism with small plans to create utopian societies off on the side of society or with plans to smash the industrial machinery in order to maintain an artisan culture (the various forms of Ludditism). Into this chaos a young Karl Marx stepped in, and along with his associate and co-thinker Friedrich Engel, gave a, let us face it, grandiose plan for changing all of society based on the revolutionary overthrow of existing society.

Marx thus did not based himself on creation of some isolated utopian community but rather took the then current level of international capitalist society as a starting point and expanded his thesis from that base. Now that was then, and today still is, a radical notion. Marx, however, did not just come to those conclusions out of the blue. As an intellectual (and frustrated academian) he took the best of German philosophy (basically from Hegel, then the rage of German philosophical academia), French political thought and revolutionary tradition especially the Great French Revolution of the late 1700'and English political economy.

In short, Marx took the various strands of Enlightenment thought and action and grafted those developments onto a theory, not fully formed at the time, of how the proletariat was to arise and take over the reins of society for the benefit of all of society and end class struggle as the motor force of history. Unfortunately, given the rocky road of socialist thought and action over the last 160 years, we are, impatiently, still waiting for that new day.

In recently re-reading the Manifesto this writer was struck by how much of the material in it related, taking into account the technological changes and advances in international capitalist development since 1848, to today's political crisis of humankind. Some of the predictions and some of the theory are off, no question, particularly on the questions of the relative staying power of capitalism, the relative impoverishment of the masses, the power of the nation-state and nationalism to cut across international working class solidarity and the telescoping of the time frame of capitalist development but the thrust of the material presented clearly speaks to us today. Maybe that is why today the more far-sighted bourgeois commentators are nervous at the reappearance of Marxism in Western society as a small but serious current in the international labor movement. Militant leftists can now argue- Stalinism (the horrendous distortion of Marxism) never again, to the bourgeois commentators' slogan of - socialist revolution, never again.

As a historical document one should read the Manifesto with the need for updating in mind. The reader should nevertheless note the currency of the seemingly archaic third section of the document where Marx polemicized against the leftist political opponents of his time. While the names of the organizations of that time have faded away into the historical mist the political tendencies he argued against seem to very much analogous to various tendencies today. In fact, in my youth I probably argued in favor of every one of those tendencies that Marx opposed before I was finally won over to the Marxian worldview. I suggest that not only does humankind set itself the social tasks that it can reasonably perform but also that when those tasks are not performed there is a tendency to revert to earlier, seemingly defeated ideas, of social change. Thus the resurgent old pre-Marxian conceptions of societal change have to be fought out again by this generation of militant leftists. That said, militant leftists should read and reread this document. It is literarily the foundation document of the modern communist movement. One can still learn much from it. Forward.

Revised September 26, 2006
<strong></strong>
<strong></strong>
<strong></strong>
<strong></strong>
<strong></strong>",THE FOUNDATION OF MODERN COMMUNISM,1159142400,,
5.0,False,"05 9, 2006",A1DK5AZMXS1QA3,B000FC27TA,,Newton Ooi,"Note to reader: this review is written for all the editions of this book; and not just this version.

The 1800s provided many great works of political thought; few of which can compare in importance as this short tract by Karl Marx.  Along with Das Kapital, this was one of the first major works in human history to link economics with sociology and political institutions, this text has done for economic liberty and equality what the US Constitution and Declaration of Independence has done for political liberty and equality.  Written by Marx as part propaganda to invoke change, and part retribution to his enemies; intellectual and otherwise, this book has inspired political movements ever since.

In short, the book argues for equality, security, and freedom in the economic realm.  Specifically, Marx lays out a series of planks, or reforms, that he believes societies should undertake to solve the problems of laissez-faire capitalism.  These include the abolition of child labor, public funding of a universal social security program, a minimum wage, progressive taxation, free public education for all children irregardless of heritage, employee-financed disability benefits, universal health care, etc...

If one looks thru at the ensuing 150 years since its initial publication; those nations that have seen the highest raises in standards of living are those that have implemented the majority of these reforms.  These nations include Singapore, Canada, post-WWII Japan, Sweden, Norway, Denmark, New Zealand, and the USA.  If one looks within nations, such as the USA for example, those states with the higher standards of living generally have adopted more of these reforms at an ealier date than those states with a lower standard of living.  I measure standard of living by criteria such as life expectancy, infant mortality rate, crime rates, rates of incarceration, etc...

Critical throughout all these nations is the enfranchisement of a greater percentage of the population in both economic and political rights.  Democracy and equality are the keys here, whether it be in local elections, stockholder meetings, or decision making inside corporations.  Democracy and equality are what Marx argued for in this work, though he does so in a language we in the 21st century find hard to decipher.

Likewise, those nations that have witnessed the worst standards of living are those that have mostly ignored the ideas in this book.  Maoist China and the USSR under Stalin are the two ideal examples.  Contrary to the popular view of conservatives and mainstream thought, neither of these countries examplified communism.  Both examplified one thing and one thing only; dictatorships of a few over the many.  In both countries, it is the few who control the resources, make the decisions, and make the profits.  The rest of the population sacrifice and work.  Both Maoist China and the USSR are essentially aristocracies.

Overall, I highly recommend this book.  Read it slowly and read it carefully; then look at the history of the world since then.  You will quickly realize that the reforms it advocates are those that have improved living standards everywhere.",One of the most important works in Western thought,1147132800,,
4.0,False,"09 25, 2005",A28WJUJF6D2ULA,B000FC27TA,,Dai-keag-ity,"I once heard a Communist say in a speech that blaming Karl Marx for the atrocities done by 20th century Communists is like blaming Jesus for the Crusades and Inquisition. I think that's a valid point, to an extent. I can see how this book set imaginations going and gave hope to the downtrodden, much in a way that the arrival of Methodism in the 18th century gave cause for optimism among the working classes of England. I think given human nature, something like a Communist experiment was unavoidable. Communism had high ideals but human greed and sadism condemned it to failure, and now it should be abandoned and laid aside as a relic of the past. Communism studied as yet another misapplied utopian blueprint is a fine subject to read about, but the real tragedy is that a billion and a quarter human beings are still shackled in the year 2005 to the chains of this hopeless, fatally handicapped nineteenth-century hypothesis.",Marx Was An Idealist,1127606400,,
5.0,False,"03 17, 2005",A197AFSZNYP5DG,B000FC27TA,,John Glen,"This book is simple to read, yet very complicated. It should be read by all those who wish to change from this dog eat dog world to a more humane, peaceful one.",handbook for change,1111017600,,
3.0,False,"12 12, 2004",AHD101501WCN1,B000FC27TA,,Shalom Freedman,"This little work is one of the key statements of the Communist theory which came to rule in the Soviet Union. However idealistic and innocent , and there is no doubt question about this, the authors were in their analysis of exploiting capitalism, and a proletarian which would inevitably revolt and overthrow it the fact is that the Communism which came into the world in the wake of this book and Kapital was a great disaster for mankind. Millions of lives were sacrificed to the utopian goals outlined in this manifesto. It is remarkable that anyone today after the horrors brought about the Soviet Gulag could think to defend this work's analysis of the capitalistic system.",A little work which helped bring about great disaster,1102809600,,
5.0,True,"08 9, 2004",A16QODENBJVUI1,B000FC27TA,,Robert Moore,"My five star rating is based on the quality of this handsome edition of one of the classics of political philosophy.  Classics of this magnitude, whether Adam Smith's THE WEALTH OF NATIONS, Tocqueville's DEMOCRACY IN AMERICA, or THE FEDERALIST PAPERS have achieved a status that makes the assigning of a rating rather silly.  Regardless of one's feelings about Marxism or Communism, a work of such gigantic influence is of such a status that rating it is almost silly.  It is one of the constitutive artifacts of our culture.

The particular edition I am reviewing is the recent reissue on Verso with an introduction by Eric Hobsbawm.  There are a host of editions of THE COMMUNIST MANIFESTO, and virtually any of them will do the trick, but I very much enjoyed this edition, partly for the handsome jacket and binding, and partly for the superb intro by Hobsbawm.  It is not a new translation, and indeed it isn't clear that there will ever be much of a demand for a new translation.  The MANIFESTO was first published in 1848 and this translation in 1888.  Moore's translation is the standard one for a simple reason:  Engels examined it closely and helped Moore in editing the final draft of the translation.

Although I had read a fair amount in the writings of Marx over the years, this was my first time to read the work from cover to cover.  I found it surprising on several levels.  First, it was a much easier to read work than I had anticipated.  This is upon reflection hardly surprising.  The work was intended as a pamphlet for the masses, and it was essential that it be as understandable as possible.  Also, the concepts and ideas articulated in these pages have become a part of the intellectual landscape of Western civilization.  A host of ideas are commonplace, even among those who do not consider themselves sympathetic towards Marxism.  It has become a commonplace of the past decade that Communism and Democracy clashed, and Communism lost.  But the fact is that Marxist thought has exerted a massive influence on the way we view the world, and many things introduced by Marx are now central constituents of our world.  Just look at the way we write history now.  Before Marx a detailed consideration of the economic factors in an era was unheard of; now it is considered essential.

As a credo, I find myself conflicted over its contents, just as I always find myself conflicted in reading Marx.  Marx's analyses of the dynamics governing capitalist society have always struck me as dead on.  No one writes more presciently or timelessly about the structures of exploitation that are inherent in capitalism.  Nonetheless, I find his positive proposals as to how to transcend capitalism to be untenable, and the post-capitalist world he describes to be undesirable.  The best way to express this is that I find Marx the critic to be convincing and impressive, but Marx the visionary to be irrelevant.  I want us to pay attention to Marx's critiques, but not to his proposals for change.

I was delighted in reading the book to find the word ""highfalutin"" in the text.  The world seems somehow to be a more charming place for the unexpected presence of such a light-hearted word in the midst of a serious text.

Though listed as the work of Marx and Engels, Marx was the primary creator of the work.  He also did the bulk of the writing.  It isn't sufficiently commented on what a beautiful writer Marx could be when he tried.  Too often he adopts the try academic style begun with Christian Wolff and continued by Kant, Fichte, and Hegel.  But a host of exquisite phrases such as ""All that is solid melts into air"" shows that Marx could turn a phrase when conviction didn't prevent him.

Everyone interested in political thought or modern history needs to read this book.  Its influence--its ongoing influence--is incalculable.  Its critique of the exploitative nature of capitalism remains astonishingly relevant.  And its predictions about the future course of history, even if no longer inspiring or convincing, are crucial to grasp if one is to understand many of the political impulses of the past one hundred and fifty years.",An excellent edition of a political classic,1092009600,,
5.0,False,"01 9, 2002",A3N0E03AQD128O,B000FC27TA,,Tony Thomas,"If you want the real vision of the Communist Manifesto--not a slice of the manifesto after pages and pages of writing by someone who wants you to believe her or his view, mostly against the vision of the Manifesto--pick up the Pathfinder Version. It is priced to be used as a tool by workers, youth, rebels. Read what Marx and Engels have to say in sweepingly powerful language about what capitalism has done, good and bad, and how there IS a way out for working people, farmers, oppressed peoples.

  Because so many try to tie the Manifesto to rotten corpse of Stalinism in the Soviet Union, the inroduction to this edition is absolutely essential. It is an introduction Leon Trotsky, the great revolutionary opponent of Stalin, wrote especially for American readers in the 1930s.  Pathfinder's version is the Manifesto in the sprit it authors meant it to be, nothing more, nothing less.

  If you want to read this analysis brought up to date, check out Pathfinder's Capitalism's World Disorder and Cuba and the Coming American Revolution.

While this book may not be directly available from Amazon at times, they are available from the booksfrompathfinder  on Amazon that you can find by clicking on the new and used books on this page.","Pathfinder edition, real vision of the Manifesto",1010534400,,
5.0,False,"08 9, 2001",A2O9HU1K7TCF7B,B000FC27TA,,JMack,"Most people claim that they do not have Marxist bone in their body.  Particulary if you are a baby boomer, you were raised to hate communism. While Marx's thoughts are idealistic at best, they definitely serve as food for thought.
Marx's economic beliefs suggest that the working class will rise up and overthrow the rich/ruling class in order to create a classless society. Their are several flaws that have been historically pointed out in relation to Marx's theory.  The most common flaw would suggest that Marx never foresaw the advent of a middle class society which is content unlike the working class.  This makes any revolution unlikely. One question to ask is ""Are people greedy?"" If you believe people are greedy, then the theories of Marx can not work. Greedy people could not allow themselves to be equal in the amount of toys they have with the general population. Greed would destroy communism just as it did in the Soviet Union.  The greed of some is one of the ultimate reasons the Soviet Union collapsed.  However, Cuba is still survivng and Castro as seen as a saint in Cuba.
While Marx's ideas are thought provoking, they are generally useless in the modern world. This book should be read by all people who consider themselves politically, socially, and/or economically educated.",Marxist Bones,997315200,,
2.0,True,"07 24, 2001",A2ZE73RFY0GD3K,B000FC27TA,,J. Reynolds,"The authors adduced one premise that was either a mistake or a lie:  the assertion that the Industrial Revolution caused destitution and misery.  That is simply untrue.  The Industrial Revolution, an offshoot of the Enlightenment in Scotland, gave rise to the mass production and transporation of goods in the United Kingdom (by people seeking profits) which significantly upgraded the quality of life there.  One example is cotton; industrialization so increased the utilization of cotton that cloth became affordable to everyone -- people very quickly, for the first time in history, had access to inexpensive, clean and serviceable clothing.

And there is the reality that people simply are not equal in ability, initiative, intelligence, energy and other productive attributes.  The elimination of profits in enterprises is a certain way to smother productivity and create equality.... equality of destitution.  Most curious is why the authors attacked capitalism.  What was their motive?  Insecurity, jealousy?  Capitalism has upgraded human existence on a wide scale as no other system ever has or can.  Why did this pair attack that?",Should Be Read By All -- It's An Unworkable System,995932800,,
